Job_Role,Company,Experience,Salary,Location,Key_Skills,Post_History,machine learning,python,data science,analytical,artificial intelligence,it skills,big data,data analysis
machine learning engineer,SPI technologies india private limited,2-7 Yrs,800000 - 1400000 PA.,"Chennai, Bangalore, Delhi / NCR","communication,python,analytics,analytical,it skills,machine learning,data science,natural language processing",3 Days Ago,1,1,1,1,0,1,0,0
machine learning engineer,Quinnox Consultancy Services Limited,1-3 Yrs,800000 - 1000000 PA.,Bangalore,"computer science,computer vision,deep learning,image processing,analytical,machine learning,javascript,application development",1 Day Ago,1,0,0,1,0,0,0,0
senior machine learning engineer,SAP India Pvt.Ltd,8-13 Yrs,1800000 - 2800000 PA.,Bangalore,"deep learning,machine learning,cnns,xgboost,ci / cd,linux,training deep learning,nlp",2 Days Ago,1,0,0,0,0,0,0,0
data engineer: machine learning,IBM,4-8 Yrs,1400000 - 1900000 PA.,Bangalore,"rds,ec2,agile,aws cloud,aws,python,machine learning,data interpretation",12 Days Ago,1,1,0,0,0,0,0,0
"faculty for machine learning and big data job in karve nagar, pune","MKSSS-AIT, Center for Data Science, Machine Learning and AI",0-3 Yrs,300000 - 700000 PA.,Pune,"training,machine learning,big data,sql server analysis services,power bi,natural language processing,teaching,tableau",10 Days Ago,1,0,0,0,0,0,1,0
computer vision/artificial intelligence/machine learning engineer,e-con Systems,0-1 Yrs,300000 - 500000 PA.,Chennai,"it skills,python,machine learning,artificial intelligence,c++,linux,image processing,computer vision",8 Days Ago,1,1,0,0,1,1,0,0
data scientist - image recognition/machine learning,CarbyneTech India,5-10 Yrs,1900000 - 2600000 PA.,Hyderabad,"image recognition,machine learning,python,hive,design,learning,spacy,pytorch",8 Days Ago,1,1,0,0,0,0,0,0
machine learning engineer - python/data modeling,Huquo Consulting Pvt. Ltd,2-7 Yrs,700000 - 1400000 PA.,"Gurgaon, Bangalore","data modeling,python,ml,data science,machine learning,algorithm,sql",1 Day Ago,1,1,1,0,0,0,0,0
data scientist - machine learning,AIM recruits,5-8 Yrs,1200000 - 1800000 PA.,Gurgaon,"machine learning,python,sql,predictive modeling,nlp,git,etl tools,data scientist",1 Day Ago,1,1,0,0,0,0,0,0
machine learning data science practitioner,Accenture,6-8 Yrs,1300000 - 1900000 PA.,Bangalore,"advanced analytics,operations research,data science,analytical,consulting,machine learning,data processing,econometrics",2 Days Ago,1,0,1,1,0,0,0,0
machine learning data science practitioner,Accenture,4-6 Yrs,1400000 - 1800000 PA.,Bangalore,"it skills,python,data science,machine learning,big data,aws,azure,operations research",2 Days Ago,1,1,1,0,0,1,1,0
director of machine learning,Zycus Infotech,14-24 Yrs,2500000 - 3700000 PA.,"Pune, Bangalore, Mumbai (All Areas)","predictive analytics,natural language processing,deep learning,it skills,java,python,machine learning,cloud",1 Day Ago,1,1,0,0,0,1,0,0
senior software developer - nlp/ machine learning/ data science,Cunesoft India Private Limited (a Phlexglobal Company),5-8 Yrs,1100000 - 1700000 PA.,Bangalore,"it skills,java,python,testing,machine learning,cloud,project management,data science",12 Days Ago,1,1,1,0,0,1,0,0
specialist- data analyst- machine learning/spotfire,Carrierin Services,3-6 Yrs,1400000 - 1700000 PA.,Bangalore,"hvac,analytical,artificial intelligence,machine learning,data analyst,refrigeration,operations,python",4 Days Ago,1,1,0,1,1,0,0,0
machine learning engineer,Siemens,2-5 Yrs,700000 - 900000 PA.,Bangalore,"supply chain,computer science,version control,git,linux,machine learning,business solutions,monitoring",1 Day Ago,1,0,0,0,0,0,0,0
artificial intelligence & machine learning expert,Infosys,3-8 Yrs,1400000 - 1800000 PA.,Bangalore,"azure ml,artificial intelligence,machine learning,theano,reinforcement learning,learning,ai,keras",7 Days Ago,1,0,0,0,1,0,0,0
senior software engineer - machine learning,JioSaavn,3-8 Yrs,1100000 - 1800000 PA.,Mumbai,"computer science,c++,data analysis,pdf,machine learning,data structures,silicon,mathematics",2 Days Ago,1,0,0,0,0,0,0,1
data scientist - machine learning/apics,CarbyneTech India,3-8 Yrs,1200000 - 1900000 PA.,Hyderabad,"apics,machine learning,python,data science,r,nlp,artificial intelligence,data management",8 Days Ago,1,1,1,0,1,0,0,0
technology services - senior analyst - machine learning consultant,eClerx,2-5 Yrs,700000 - 1100000 PA.,Chandigarh,"ai,ml,learning,python,linux,deep learning,pandas,machine learning",5 Days Ago,1,1,0,0,0,0,0,0
machine learning engineer,SPI technologies india private limited,2-7 Yrs,800000 - 1100000 PA.,"Chennai, Bangalore, Delhi / NCR","python,communication,analytical,analytics,data science,natural language processing,machine learning,analytis",3 Days Ago,1,1,1,1,0,0,0,0
machine learning engineer,SPI technologies india private limited,2-7 Yrs,600000 - 900000 PA.,"Chennai, Bangalore, Delhi / NCR","communication,python,analytics,analytical,it skills,machine learning,data science,natural language processing",3 Days Ago,1,1,1,1,0,1,0,0
machine learning engineer,Quinnox Consultancy Services Limited,1-3 Yrs,700000 - 1200000 PA.,Bangalore,"computer science,computer vision,deep learning,image processing,analytical,machine learning,javascript,application development",1 Day Ago,1,0,0,1,0,0,0,0
senior machine learning engineer,SAP India Pvt.Ltd,8-13 Yrs,1600000 - 2800000 PA.,Bangalore,"deep learning,machine learning,cnns,xgboost,ci / cd,linux,training deep learning,nlp",2 Days Ago,1,0,0,0,0,0,0,0
data engineer: machine learning,IBM,4-8 Yrs,1400000 - 1800000 PA.,Bangalore,"rds,ec2,agile,aws cloud,aws,python,machine learning,data interpretation",12 Days Ago,1,1,0,0,0,0,0,0
"faculty for machine learning and big data job in karve nagar, pune","MKSSS-AIT, Center for Data Science, Machine Learning and AI",0-3 Yrs,300000 - 700000 PA.,Pune,"training,machine learning,big data,sql server analysis services,power bi,natural language processing,teaching,tableau",10 Days Ago,1,0,0,0,0,0,1,0
computer vision/artificial intelligence/machine learning engineer,e-con Systems,0-1 Yrs,500000 - 600000 PA.,Chennai,"it skills,python,machine learning,artificial intelligence,c++,linux,image processing,computer vision",8 Days Ago,1,1,0,0,1,1,0,0
data scientist - image recognition/machine learning,CarbyneTech India,5-10 Yrs,1900000 - 2800000 PA.,Hyderabad,"image recognition,machine learning,python,hive,design,learning,spacy,pytorch",8 Days Ago,1,1,0,0,0,0,0,0
machine learning engineer - python/data modeling,Huquo Consulting Pvt. Ltd,2-7 Yrs,600000 - 900000 PA.,"Gurgaon, Bangalore","data modeling,python,ml,data science,machine learning,algorithm,sql",1 Day Ago,1,1,1,0,0,0,0,0
data scientist - machine learning,AIM recruits,5-8 Yrs,1100000 - 1700000 PA.,Gurgaon,"machine learning,python,sql,predictive modeling,nlp,git,etl tools,data scientist",1 Day Ago,1,1,0,0,0,0,0,0
machine learning data science practitioner,Accenture,6-8 Yrs,1300000 - 1700000 PA.,Bangalore,"advanced analytics,operations research,data science,analytical,consulting,machine learning,data processing,econometrics",2 Days Ago,1,0,1,1,0,0,0,0
machine learning data science practitioner,Accenture,4-6 Yrs,1200000 - 1800000 PA.,Bangalore,"it skills,python,data science,machine learning,big data,aws,azure,operations research",2 Days Ago,1,1,1,0,0,1,1,0
director of machine learning,Zycus Infotech,14-24 Yrs,2100000 - 3600000 PA.,"Pune, Bangalore, Mumbai (All Areas)","predictive analytics,natural language processing,deep learning,it skills,java,python,machine learning,cloud",1 Day Ago,1,1,0,0,0,1,0,0
senior software developer - nlp/ machine learning/ data science,Cunesoft India Private Limited (a Phlexglobal Company),5-8 Yrs,1400000 - 1900000 PA.,Bangalore,"it skills,java,python,testing,machine learning,cloud,project management,data science",12 Days Ago,1,1,1,0,0,1,0,0
specialist- data analyst- machine learning/spotfire,Carrierin Services,3-6 Yrs,1300000 - 1700000 PA.,Bangalore,"hvac,analytical,artificial intelligence,machine learning,data analyst,refrigeration,operations,python",4 Days Ago,1,1,0,1,1,0,0,0
machine learning engineer,Siemens,2-5 Yrs,700000 - 1300000 PA.,Bangalore,"supply chain,computer science,version control,git,linux,machine learning,business solutions,monitoring",1 Day Ago,1,0,0,0,0,0,0,0
artificial intelligence & machine learning expert,Infosys,3-8 Yrs,1200000 - 1800000 PA.,Bangalore,"azure ml,artificial intelligence,machine learning,theano,reinforcement learning,learning,ai,keras",7 Days Ago,1,0,0,0,1,0,0,0
senior software engineer - machine learning,JioSaavn,3-8 Yrs,1200000 - 1700000 PA.,Mumbai,"computer science,c++,data analysis,pdf,machine learning,data structures,silicon,mathematics",2 Days Ago,1,0,0,0,0,0,0,1
data scientist - machine learning/apics,CarbyneTech India,3-8 Yrs,1100000 - 1800000 PA.,Hyderabad,"apics,machine learning,python,data science,r,nlp,artificial intelligence,data management",8 Days Ago,1,1,1,0,1,0,0,0
technology services - senior analyst - machine learning consultant,eClerx,2-5 Yrs,600000 - 1300000 PA.,Chandigarh,"ai,ml,learning,python,linux,deep learning,pandas,machine learning",5 Days Ago,1,1,0,0,0,0,0,0
machine learning engineer,SPI technologies india private limited,2-7 Yrs,800000 - 1000000 PA.,"Chennai, Bangalore, Delhi / NCR","python,communication,analytical,analytics,data science,natural language processing,machine learning,analytis",3 Days Ago,1,1,1,1,0,0,0,0
machine learning engineer,SPI technologies india private limited,2-7 Yrs,700000 - 900000 PA.,"Chennai, Bangalore, Delhi / NCR","communication,python,analytics,analytical,it skills,machine learning,data science,natural language processing",3 Days Ago,1,1,1,1,0,1,0,0
machine learning engineer,Quinnox Consultancy Services Limited,1-3 Yrs,800000 - 1400000 PA.,Bangalore,"computer science,computer vision,deep learning,image processing,analytical,machine learning,javascript,application development",1 Day Ago,1,0,0,1,0,0,0,0
senior machine learning engineer,SAP India Pvt.Ltd,8-13 Yrs,1900000 - 2700000 PA.,Bangalore,"deep learning,machine learning,cnns,xgboost,ci / cd,linux,training deep learning,nlp",2 Days Ago,1,0,0,0,0,0,0,0
data engineer: machine learning,IBM,4-8 Yrs,1100000 - 1700000 PA.,Bangalore,"rds,ec2,agile,aws cloud,aws,python,machine learning,data interpretation",12 Days Ago,1,1,0,0,0,0,0,0
"faculty for machine learning and big data job in karve nagar, pune","MKSSS-AIT, Center for Data Science, Machine Learning and AI",0-3 Yrs,500000 - 900000 PA.,Pune,"training,machine learning,big data,sql server analysis services,power bi,natural language processing,teaching,tableau",10 Days Ago,1,0,0,0,0,0,1,0
computer vision/artificial intelligence/machine learning engineer,e-con Systems,0-1 Yrs,500000 - 700000 PA.,Chennai,"it skills,python,machine learning,artificial intelligence,c++,linux,image processing,computer vision",8 Days Ago,1,1,0,0,1,1,0,0
data scientist - image recognition/machine learning,CarbyneTech India,5-10 Yrs,1900000 - 2700000 PA.,Hyderabad,"image recognition,machine learning,python,hive,design,learning,spacy,pytorch",8 Days Ago,1,1,0,0,0,0,0,0
machine learning engineer - python/data modeling,Huquo Consulting Pvt. Ltd,2-7 Yrs,700000 - 1300000 PA.,"Gurgaon, Bangalore","data modeling,python,ml,data science,machine learning,algorithm,sql",1 Day Ago,1,1,1,0,0,0,0,0
data scientist - machine learning,AIM recruits,5-8 Yrs,1400000 - 1700000 PA.,Gurgaon,"machine learning,python,sql,predictive modeling,nlp,git,etl tools,data scientist",1 Day Ago,1,1,0,0,0,0,0,0
machine learning data science practitioner,Accenture,6-8 Yrs,1200000 - 1700000 PA.,Bangalore,"advanced analytics,operations research,data science,analytical,consulting,machine learning,data processing,econometrics",2 Days Ago,1,0,1,1,0,0,0,0
machine learning data science practitioner,Accenture,4-6 Yrs,1300000 - 1900000 PA.,Bangalore,"it skills,python,data science,machine learning,big data,aws,azure,operations research",2 Days Ago,1,1,1,0,0,1,1,0
director of machine learning,Zycus Infotech,14-24 Yrs,2500000 - 3500000 PA.,"Pune, Bangalore, Mumbai (All Areas)","predictive analytics,natural language processing,deep learning,it skills,java,python,machine learning,cloud",1 Day Ago,1,1,0,0,0,1,0,0
senior software developer - nlp/ machine learning/ data science,Cunesoft India Private Limited (a Phlexglobal Company),5-8 Yrs,1200000 - 1800000 PA.,Bangalore,"it skills,java,python,testing,machine learning,cloud,project management,data science",12 Days Ago,1,1,1,0,0,1,0,0
specialist- data analyst- machine learning/spotfire,Carrierin Services,3-6 Yrs,1200000 - 1800000 PA.,Bangalore,"hvac,analytical,artificial intelligence,machine learning,data analyst,refrigeration,operations,python",4 Days Ago,1,1,0,1,1,0,0,0
machine learning engineer,Siemens,2-5 Yrs,600000 - 1000000 PA.,Bangalore,"supply chain,computer science,version control,git,linux,machine learning,business solutions,monitoring",1 Day Ago,1,0,0,0,0,0,0,0
artificial intelligence & machine learning expert,Infosys,3-8 Yrs,1400000 - 1800000 PA.,Bangalore,"azure ml,artificial intelligence,machine learning,theano,reinforcement learning,learning,ai,keras",7 Days Ago,1,0,0,0,1,0,0,0
senior software engineer - machine learning,JioSaavn,3-8 Yrs,1100000 - 1700000 PA.,Mumbai,"computer science,c++,data analysis,pdf,machine learning,data structures,silicon,mathematics",2 Days Ago,1,0,0,0,0,0,0,1
data scientist - machine learning/apics,CarbyneTech India,3-8 Yrs,1200000 - 1800000 PA.,Hyderabad,"apics,machine learning,python,data science,r,nlp,artificial intelligence,data management",8 Days Ago,1,1,1,0,1,0,0,0
technology services - senior analyst - machine learning consultant,eClerx,2-5 Yrs,700000 - 1100000 PA.,Chandigarh,"ai,ml,learning,python,linux,deep learning,pandas,machine learning",5 Days Ago,1,1,0,0,0,0,0,0
machine learning engineer,SPI technologies india private limited,2-7 Yrs,800000 - 1100000 PA.,"Chennai, Bangalore, Delhi / NCR","python,communication,analytical,analytics,data science,natural language processing,machine learning,analytis",3 Days Ago,1,1,1,1,0,0,0,0
machine learning engineer,SPI technologies india private limited,2-7 Yrs,700000 - 1200000 PA.,"Chennai, Bangalore, Delhi / NCR","communication,python,analytics,analytical,it skills,machine learning,data science,natural language processing",3 Days Ago,1,1,1,1,0,1,0,0
machine learning engineer,Quinnox Consultancy Services Limited,1-3 Yrs,600000 - 1200000 PA.,Bangalore,"computer science,computer vision,deep learning,image processing,analytical,machine learning,javascript,application development",1 Day Ago,1,0,0,1,0,0,0,0
senior machine learning engineer,SAP India Pvt.Ltd,8-13 Yrs,1700000 - 2700000 PA.,Bangalore,"deep learning,machine learning,cnns,xgboost,ci / cd,linux,training deep learning,nlp",2 Days Ago,1,0,0,0,0,0,0,0
data engineer: machine learning,IBM,4-8 Yrs,1400000 - 1900000 PA.,Bangalore,"rds,ec2,agile,aws cloud,aws,python,machine learning,data interpretation",12 Days Ago,1,1,0,0,0,0,0,0
"faculty for machine learning and big data job in karve nagar, pune","MKSSS-AIT, Center for Data Science, Machine Learning and AI",0-3 Yrs,400000 - 700000 PA.,Pune,"training,machine learning,big data,sql server analysis services,power bi,natural language processing,teaching,tableau",10 Days Ago,1,0,0,0,0,0,1,0
computer vision/artificial intelligence/machine learning engineer,e-con Systems,0-1 Yrs,400000 - 500000 PA.,Chennai,"it skills,python,machine learning,artificial intelligence,c++,linux,image processing,computer vision",8 Days Ago,1,1,0,0,1,1,0,0
data scientist - image recognition/machine learning,CarbyneTech India,5-10 Yrs,1900000 - 2500000 PA.,Hyderabad,"image recognition,machine learning,python,hive,design,learning,spacy,pytorch",8 Days Ago,1,1,0,0,0,0,0,0
machine learning engineer - python/data modeling,Huquo Consulting Pvt. Ltd,2-7 Yrs,700000 - 1400000 PA.,"Gurgaon, Bangalore","data modeling,python,ml,data science,machine learning,algorithm,sql",1 Day Ago,1,1,1,0,0,0,0,0
data scientist - machine learning,AIM recruits,5-8 Yrs,1300000 - 1900000 PA.,Gurgaon,"machine learning,python,sql,predictive modeling,nlp,git,etl tools,data scientist",1 Day Ago,1,1,0,0,0,0,0,0
machine learning data science practitioner,Accenture,6-8 Yrs,1100000 - 1800000 PA.,Bangalore,"advanced analytics,operations research,data science,analytical,consulting,machine learning,data processing,econometrics",2 Days Ago,1,0,1,1,0,0,0,0
machine learning data science practitioner,Accenture,4-6 Yrs,1200000 - 1900000 PA.,Bangalore,"it skills,python,data science,machine learning,big data,aws,azure,operations research",2 Days Ago,1,1,1,0,0,1,1,0
director of machine learning,Zycus Infotech,14-24 Yrs,2000000 - 3900000 PA.,"Pune, Bangalore, Mumbai (All Areas)","predictive analytics,natural language processing,deep learning,it skills,java,python,machine learning,cloud",1 Day Ago,1,1,0,0,0,1,0,0
senior software developer - nlp/ machine learning/ data science,Cunesoft India Private Limited (a Phlexglobal Company),5-8 Yrs,1300000 - 1900000 PA.,Bangalore,"it skills,java,python,testing,machine learning,cloud,project management,data science",12 Days Ago,1,1,1,0,0,1,0,0
specialist- data analyst- machine learning/spotfire,Carrierin Services,3-6 Yrs,1400000 - 1800000 PA.,Bangalore,"hvac,analytical,artificial intelligence,machine learning,data analyst,refrigeration,operations,python",4 Days Ago,1,1,0,1,1,0,0,0
machine learning engineer,Siemens,2-5 Yrs,700000 - 1000000 PA.,Bangalore,"supply chain,computer science,version control,git,linux,machine learning,business solutions,monitoring",1 Day Ago,1,0,0,0,0,0,0,0
artificial intelligence & machine learning expert,Infosys,3-8 Yrs,1200000 - 1800000 PA.,Bangalore,"azure ml,artificial intelligence,machine learning,theano,reinforcement learning,learning,ai,keras",7 Days Ago,1,0,0,0,1,0,0,0
senior software engineer - machine learning,JioSaavn,3-8 Yrs,1400000 - 1900000 PA.,Mumbai,"computer science,c++,data analysis,pdf,machine learning,data structures,silicon,mathematics",2 Days Ago,1,0,0,0,0,0,0,1
data scientist - machine learning/apics,CarbyneTech India,3-8 Yrs,1300000 - 1900000 PA.,Hyderabad,"apics,machine learning,python,data science,r,nlp,artificial intelligence,data management",8 Days Ago,1,1,1,0,1,0,0,0
technology services - senior analyst - machine learning consultant,eClerx,2-5 Yrs,600000 - 1300000 PA.,Chandigarh,"ai,ml,learning,python,linux,deep learning,pandas,machine learning",5 Days Ago,1,1,0,0,0,0,0,0
machine learning engineer,SPI technologies india private limited,2-7 Yrs,700000 - 1100000 PA.,"Chennai, Bangalore, Delhi / NCR","python,communication,analytical,analytics,data science,natural language processing,machine learning,analytis",3 Days Ago,1,1,1,1,0,0,0,0
machine learning engineer,SPI technologies india private limited,2-7 Yrs,700000 - 900000 PA.,"Chennai, Bangalore, Delhi / NCR","communication,python,analytics,analytical,it skills,machine learning,data science,natural language processing",3 Days Ago,1,1,1,1,0,1,0,0
machine learning engineer,Quinnox Consultancy Services Limited,1-3 Yrs,800000 - 1200000 PA.,Bangalore,"computer science,computer vision,deep learning,image processing,analytical,machine learning,javascript,application development",1 Day Ago,1,0,0,1,0,0,0,0
senior machine learning engineer,SAP India Pvt.Ltd,8-13 Yrs,1700000 - 2700000 PA.,Bangalore,"deep learning,machine learning,cnns,xgboost,ci / cd,linux,training deep learning,nlp",2 Days Ago,1,0,0,0,0,0,0,0
data engineer: machine learning,IBM,4-8 Yrs,1100000 - 1700000 PA.,Bangalore,"rds,ec2,agile,aws cloud,aws,python,machine learning,data interpretation",12 Days Ago,1,1,0,0,0,0,0,0
"faculty for machine learning and big data job in karve nagar, pune","MKSSS-AIT, Center for Data Science, Machine Learning and AI",0-3 Yrs,300000 - 600000 PA.,Pune,"training,machine learning,big data,sql server analysis services,power bi,natural language processing,teaching,tableau",10 Days Ago,1,0,0,0,0,0,1,0
computer vision/artificial intelligence/machine learning engineer,e-con Systems,0-1 Yrs,400000 - 800000 PA.,Chennai,"it skills,python,machine learning,artificial intelligence,c++,linux,image processing,computer vision",8 Days Ago,1,1,0,0,1,1,0,0
data scientist - image recognition/machine learning,CarbyneTech India,5-10 Yrs,1700000 - 2800000 PA.,Hyderabad,"image recognition,machine learning,python,hive,design,learning,spacy,pytorch",8 Days Ago,1,1,0,0,0,0,0,0
machine learning engineer - python/data modeling,Huquo Consulting Pvt. Ltd,2-7 Yrs,700000 - 1300000 PA.,"Gurgaon, Bangalore","data modeling,python,ml,data science,machine learning,algorithm,sql",1 Day Ago,1,1,1,0,0,0,0,0
data scientist - machine learning,AIM recruits,5-8 Yrs,1300000 - 1700000 PA.,Gurgaon,"machine learning,python,sql,predictive modeling,nlp,git,etl tools,data scientist",1 Day Ago,1,1,0,0,0,0,0,0
machine learning data science practitioner,Accenture,6-8 Yrs,1300000 - 1700000 PA.,Bangalore,"advanced analytics,operations research,data science,analytical,consulting,machine learning,data processing,econometrics",2 Days Ago,1,0,1,1,0,0,0,0
machine learning data science practitioner,Accenture,4-6 Yrs,1400000 - 1700000 PA.,Bangalore,"it skills,python,data science,machine learning,big data,aws,azure,operations research",2 Days Ago,1,1,1,0,0,1,1,0
director of machine learning,Zycus Infotech,14-24 Yrs,2600000 - 3600000 PA.,"Pune, Bangalore, Mumbai (All Areas)","predictive analytics,natural language processing,deep learning,it skills,java,python,machine learning,cloud",1 Day Ago,1,1,0,0,0,1,0,0
senior software developer - nlp/ machine learning/ data science,Cunesoft India Private Limited (a Phlexglobal Company),5-8 Yrs,1200000 - 1700000 PA.,Bangalore,"it skills,java,python,testing,machine learning,cloud,project management,data science",12 Days Ago,1,1,1,0,0,1,0,0
specialist- data analyst- machine learning/spotfire,Carrierin Services,3-6 Yrs,1200000 - 1900000 PA.,Bangalore,"hvac,analytical,artificial intelligence,machine learning,data analyst,refrigeration,operations,python",4 Days Ago,1,1,0,1,1,0,0,0
machine learning engineer,Siemens,2-5 Yrs,800000 - 1200000 PA.,Bangalore,"supply chain,computer science,version control,git,linux,machine learning,business solutions,monitoring",1 Day Ago,1,0,0,0,0,0,0,0
artificial intelligence & machine learning expert,Infosys,3-8 Yrs,1300000 - 1700000 PA.,Bangalore,"azure ml,artificial intelligence,machine learning,theano,reinforcement learning,learning,ai,keras",7 Days Ago,1,0,0,0,1,0,0,0
senior software engineer - machine learning,JioSaavn,3-8 Yrs,1200000 - 1800000 PA.,Mumbai,"computer science,c++,data analysis,pdf,machine learning,data structures,silicon,mathematics",2 Days Ago,1,0,0,0,0,0,0,1
data scientist - machine learning/apics,CarbyneTech India,3-8 Yrs,1400000 - 1900000 PA.,Hyderabad,"apics,machine learning,python,data science,r,nlp,artificial intelligence,data management",8 Days Ago,1,1,1,0,1,0,0,0
technology services - senior analyst - machine learning consultant,eClerx,2-5 Yrs,700000 - 1200000 PA.,Chandigarh,"ai,ml,learning,python,linux,deep learning,pandas,machine learning",5 Days Ago,1,1,0,0,0,0,0,0
machine learning engineer,SPI technologies india private limited,2-7 Yrs,700000 - 900000 PA.,"Chennai, Bangalore, Delhi / NCR","python,communication,analytical,analytics,data science,natural language processing,machine learning,analytis",3 Days Ago,1,1,1,1,0,0,0,0
machine learning engineer,SPI technologies india private limited,2-7 Yrs,700000 - 1400000 PA.,"Chennai, Bangalore, Delhi / NCR","communication,python,analytics,analytical,it skills,machine learning,data science,natural language processing",3 Days Ago,1,1,1,1,0,1,0,0
machine learning engineer,Quinnox Consultancy Services Limited,1-3 Yrs,800000 - 1400000 PA.,Bangalore,"computer science,computer vision,deep learning,image processing,analytical,machine learning,javascript,application development",1 Day Ago,1,0,0,1,0,0,0,0
senior machine learning engineer,SAP India Pvt.Ltd,8-13 Yrs,1900000 - 2600000 PA.,Bangalore,"deep learning,machine learning,cnns,xgboost,ci / cd,linux,training deep learning,nlp",2 Days Ago,1,0,0,0,0,0,0,0
data engineer: machine learning,IBM,4-8 Yrs,1200000 - 1800000 PA.,Bangalore,"rds,ec2,agile,aws cloud,aws,python,machine learning,data interpretation",12 Days Ago,1,1,0,0,0,0,0,0
"faculty for machine learning and big data job in karve nagar, pune","MKSSS-AIT, Center for Data Science, Machine Learning and AI",0-3 Yrs,500000 - 800000 PA.,Pune,"training,machine learning,big data,sql server analysis services,power bi,natural language processing,teaching,tableau",10 Days Ago,1,0,0,0,0,0,1,0
computer vision/artificial intelligence/machine learning engineer,e-con Systems,0-1 Yrs,400000 - 700000 PA.,Chennai,"it skills,python,machine learning,artificial intelligence,c++,linux,image processing,computer vision",8 Days Ago,1,1,0,0,1,1,0,0
data scientist - image recognition/machine learning,CarbyneTech India,5-10 Yrs,1600000 - 2500000 PA.,Hyderabad,"image recognition,machine learning,python,hive,design,learning,spacy,pytorch",8 Days Ago,1,1,0,0,0,0,0,0
machine learning engineer - python/data modeling,Huquo Consulting Pvt. Ltd,2-7 Yrs,800000 - 1000000 PA.,"Gurgaon, Bangalore","data modeling,python,ml,data science,machine learning,algorithm,sql",1 Day Ago,1,1,1,0,0,0,0,0
data scientist - machine learning,AIM recruits,5-8 Yrs,1400000 - 1900000 PA.,Gurgaon,"machine learning,python,sql,predictive modeling,nlp,git,etl tools,data scientist",1 Day Ago,1,1,0,0,0,0,0,0
machine learning data science practitioner,Accenture,6-8 Yrs,1200000 - 1900000 PA.,Bangalore,"advanced analytics,operations research,data science,analytical,consulting,machine learning,data processing,econometrics",2 Days Ago,1,0,1,1,0,0,0,0
machine learning data science practitioner,Accenture,4-6 Yrs,1200000 - 1900000 PA.,Bangalore,"it skills,python,data science,machine learning,big data,aws,azure,operations research",2 Days Ago,1,1,1,0,0,1,1,0
director of machine learning,Zycus Infotech,14-24 Yrs,2300000 - 3800000 PA.,"Pune, Bangalore, Mumbai (All Areas)","predictive analytics,natural language processing,deep learning,it skills,java,python,machine learning,cloud",1 Day Ago,1,1,0,0,0,1,0,0
senior software developer - nlp/ machine learning/ data science,Cunesoft India Private Limited (a Phlexglobal Company),5-8 Yrs,1200000 - 1700000 PA.,Bangalore,"it skills,java,python,testing,machine learning,cloud,project management,data science",12 Days Ago,1,1,1,0,0,1,0,0
specialist- data analyst- machine learning/spotfire,Carrierin Services,3-6 Yrs,1200000 - 1900000 PA.,Bangalore,"hvac,analytical,artificial intelligence,machine learning,data analyst,refrigeration,operations,python",4 Days Ago,1,1,0,1,1,0,0,0
machine learning engineer,Siemens,2-5 Yrs,700000 - 1400000 PA.,Bangalore,"supply chain,computer science,version control,git,linux,machine learning,business solutions,monitoring",1 Day Ago,1,0,0,0,0,0,0,0
artificial intelligence & machine learning expert,Infosys,3-8 Yrs,1200000 - 1900000 PA.,Bangalore,"azure ml,artificial intelligence,machine learning,theano,reinforcement learning,learning,ai,keras",7 Days Ago,1,0,0,0,1,0,0,0
senior software engineer - machine learning,JioSaavn,3-8 Yrs,1200000 - 1900000 PA.,Mumbai,"computer science,c++,data analysis,pdf,machine learning,data structures,silicon,mathematics",2 Days Ago,1,0,0,0,0,0,0,1
data scientist - machine learning/apics,CarbyneTech India,3-8 Yrs,1400000 - 1800000 PA.,Hyderabad,"apics,machine learning,python,data science,r,nlp,artificial intelligence,data management",8 Days Ago,1,1,1,0,1,0,0,0
technology services - senior analyst - machine learning consultant,eClerx,2-5 Yrs,700000 - 1200000 PA.,Chandigarh,"ai,ml,learning,python,linux,deep learning,pandas,machine learning",5 Days Ago,1,1,0,0,0,0,0,0
machine learning engineer,SPI technologies india private limited,2-7 Yrs,800000 - 1400000 PA.,"Chennai, Bangalore, Delhi / NCR","python,communication,analytical,analytics,data science,natural language processing,machine learning,analytis",3 Days Ago,1,1,1,1,0,0,0,0
machine learning engineer,SPI technologies india private limited,2-7 Yrs,600000 - 1000000 PA.,"Chennai, Bangalore, Delhi / NCR","communication,python,analytics,analytical,it skills,machine learning,data science,natural language processing",3 Days Ago,1,1,1,1,0,1,0,0
machine learning engineer,Quinnox Consultancy Services Limited,1-3 Yrs,800000 - 1400000 PA.,Bangalore,"computer science,computer vision,deep learning,image processing,analytical,machine learning,javascript,application development",1 Day Ago,1,0,0,1,0,0,0,0
senior machine learning engineer,SAP India Pvt.Ltd,8-13 Yrs,1700000 - 2800000 PA.,Bangalore,"deep learning,machine learning,cnns,xgboost,ci / cd,linux,training deep learning,nlp",2 Days Ago,1,0,0,0,0,0,0,0
data engineer: machine learning,IBM,4-8 Yrs,1400000 - 1900000 PA.,Bangalore,"rds,ec2,agile,aws cloud,aws,python,machine learning,data interpretation",12 Days Ago,1,1,0,0,0,0,0,0
